group,rank,term,mean_product_term_share,mean_product_term_per_million,group_tfidf,product_count
PRICE_MISSING,1,sound,0.01584771700834228,15847.717008342279,0.4123057820682155,35718
PRICE_MISSING,2,great,0.014204278296505654,14204.278296505654,0.3695488800483037,35718
PRICE_MISSING,3,good,0.013344461308451672,13344.461308451673,0.3471792532112949,35718
PRICE_MISSING,4,quality,0.009427225880129859,9427.22588012986,0.24526559486105087,35718
PRICE_MISSING,5,ear,0.007344146669582182,7344.146669582183,0.19107068447977693,35718
PRICE_MISSING,6,work,0.0064630418572178775,6463.041857217878,0.16814721805526298,35718
PRICE_MISSING,7,like,0.0059926086097412306,5992.608609741231,0.15590808304864676,35718
PRICE_MISSING,8,love,0.005733897864292902,5733.897864292902,0.14917727531303576,35718
PRICE_MISSING,9,price,0.005316259237658649,5316.259237658649,0.13831168372746622,35718
PRICE_MISSING,10,just,0.0052408727114665425,5240.872711466543,0.13635037279399354,35718
PRICE_MISSING,11,sound quality,0.004305933129709316,4305.933129709316,0.11202630168393868,35718
PRICE_MISSING,12,pair,0.003991589805144347,3991.5898051443473,0.1038481161317574,35718
PRICE_MISSING,13,ears,0.0038355099904183927,3835.5099904183926,0.09978742965926603,35718
PRICE_MISSING,14,really,0.003744704765229151,3744.7047652291512,0.09742497458969214,35718
PRICE_MISSING,15,works,0.0036302694268309506,3630.2694268309506,0.09444774123364003,35718
PRICE_MISSING,16,comfortable,0.0035320960128890715,3532.0960128890715,0.09189358998319141,35718
PRICE_MISSING,17,nice,0.0034567142794663997,3456.7142794663996,0.08993240374190938,35718
PRICE_MISSING,18,phone,0.0034024005248579473,3402.4005248579474,0.08851933742711393,35718
PRICE_MISSING,19,fit,0.0033610905018684116,3361.0905018684116,0.08744458569303194,35718
PRICE_MISSING,20,don't,0.0032526524311356705,3252.6524311356707,0.08462338163342538,35718
PRICE_MISSING,21,time,0.003109617107585302,3109.617107585302,0.08090207017204765,35718
PRICE_MISSING,22,better,0.002877071685167885,2877.071685167885,0.07485199859355307,35718
PRICE_MISSING,23,music,0.002868272456954557,2868.272456954557,0.07462307144472885,35718
PRICE_MISSING,24,bass,0.0027026537258540042,2702.6537258540043,0.0703142135558851,35718
PRICE_MISSING,25,working,0.0026710900990992935,2671.0900990992936,0.06949303118575825,35718
PRICE_MISSING,26,noise,0.0026162757413240776,2616.2757413240774,0.06806694081329763,35718
PRICE_MISSING,27,it's,0.002503138127360765,2503.138127360765,0.0651234700041003,35718
PRICE_MISSING,28,got,0.002442730207128505,2442.730207128505,0.0635518534247933,35718
PRICE_MISSING,29,buds,0.0024362669332235625,2436.2669332235623,0.06338370016961492,35718
PRICE_MISSING,30,volume,0.0024144622664370305,2414.4622664370304,0.06281641403070763,35718
PRICE_MISSING,31,hear,0.0024066590363850146,2406.6590363850146,0.062613399497601,35718
PRICE_MISSING,32,broke,0.002341406880283465,2341.406880283465,0.060915751739319825,35718
PRICE_MISSING,33,little,0.0022421786832050898,2242.17868320509,0.05833415848029822,35718
PRICE_MISSING,34,battery,0.0022260261080570814,2226.0261080570813,0.05791392128617685,35718
PRICE_MISSING,35,i'm,0.0021684692862525257,2168.4692862525258,0.05641648096622438,35718
PRICE_MISSING,36,best,0.0021618652061290928,2161.8652061290927,0.056244664393610186,35718
PRICE_MISSING,37,perfect,0.0021445145479421835,2144.5145479421835,0.055793256995977696,35718
PRICE_MISSING,38,recommend,0.0020805620680639405,2080.5620680639404,0.05412942256370454,35718
PRICE_MISSING,39,excellent,0.0020118141504820966,2011.8141504820967,0.052340826521181674,35718
PRICE_MISSING,40,money,0.0019704205903637675,1970.4205903637676,0.051263901424135117,35718
PRICE_MISSING,41,right,0.0019551760218311214,1955.1760218311215,0.050867287593396183,35718
PRICE_MISSING,42,long,0.001927697362508817,1927.697362508817,0.05015238271996206,35718
PRICE_MISSING,43,easy,0.0019220330727676932,1922.0330727676933,0.05000501642042846,35718
PRICE_MISSING,44,headset,0.0019213634907274374,1921.3634907274375,0.04998759608495546,35718
PRICE_MISSING,45,cheap,0.0019060684285349498,1906.0684285349498,0.04958966857427768,35718
PRICE_MISSING,46,did,0.001903505650338466,1903.505650338466,0.049522993464669623,35718
PRICE_MISSING,47,set,0.0018742575753633308,1874.2575753633307,0.048762054181095534,35718
PRICE_MISSING,48,bluetooth,0.0018467956936409906,1846.7956936409905,0.048047585805957714,35718
PRICE_MISSING,49,i've,0.0018407281673609869,1840.7281673609868,0.04788972861007395,35718
PRICE_MISSING,50,loves,0.0017659247724592624,1765.9247724592624,0.045943588846215355,35718
PRICE_MISSING,51,worked,0.0017510655218394594,1751.0655218394595,0.04555699972776249,35718
PRICE_MISSING,52,ok,0.0017277819369954544,1727.7819369954543,0.04495123697635762,35718
PRICE_MISSING,53,head,0.0017243694312771595,1724.3694312771595,0.04486245473483645,35718
PRICE_MISSING,54,case,0.0017137634743630322,1713.7634743630322,0.044586522412360025,35718
PRICE_MISSING,55,pretty,0.0017059171376199275,1705.9171376199276,0.04438238638408962,35718
PRICE_MISSING,56,months,0.001704526929380425,1704.5269293804251,0.044346217711016774,35718
PRICE_MISSING,57,charge,0.0016255458260911492,1625.5458260911491,0.042291387634031334,35718
PRICE_MISSING,58,cord,0.0016115894671330155,1611.5894671330154,0.04192828880458928,35718
PRICE_MISSING,59,does,0.0015915959645378627,1591.5959645378628,0.04140812323629713,35718
PRICE_MISSING,60,didn't,0.001590243418828994,1590.243418828994,0.04137293441913283,35718
PRICE_MISSING,61,great sound,0.0015086371062794292,1508.6371062794292,0.039249804980378986,35718
PRICE_MISSING,62,bad,0.0014778936623395982,1477.8936623395982,0.03844996108548802,35718
PRICE_MISSING,63,way,0.0014736390293764734,1473.6390293764734,0.038339269446411486,35718
PRICE_MISSING,64,awesome,0.001458894368106676,1458.894368106676,0.03795566156819316,35718
PRICE_MISSING,65,stay,0.0014509613053961079,1450.961305396108,0.03774926921380197,35718
PRICE_MISSING,66,day,0.001443904902976437,1443.9049029764371,0.0375656846939182,35718
PRICE_MISSING,67,clear,0.0014239136235957772,1423.9136235957772,0.03704557696639831,35718
PRICE_MISSING,68,far,0.0014183887227164783,1418.3887227164782,0.03690183710931419,35718
PRICE_MISSING,69,ear buds,0.0014136831991896624,1413.6831991896624,0.036779414771967875,35718
PRICE_MISSING,70,came,0.0013820171712073644,1382.0171712073643,0.03595556825670245,35718
PRICE_MISSING,71,worth,0.0013765085489963295,1376.5085489963296,0.03581225191734307,35718
PRICE_MISSING,72,sounds,0.001373120494903025,1373.120494903025,0.03572410582715898,35718
PRICE_MISSING,73,wear,0.0013416402704834194,1341.6402704834193,0.03490509331310562,35718
PRICE_MISSING,74,small,0.0013352317331225725,1335.2317331225725,0.03473836412384219,35718
PRICE_MISSING,75,happy,0.0013058361411735406,1305.8361411735407,0.033973586930917565,35718
PRICE_MISSING,76,life,0.0013054928124899222,1305.4928124899222,0.03396465464109114,35718
PRICE_MISSING,77,daughter,0.0013037247162752436,1303.7247162752435,0.03391865455841796,35718
PRICE_MISSING,78,amazing,0.001292435285145846,1292.435285145846,0.03362494047149545,35718
PRICE_MISSING,79,fine,0.0012840093639597872,1284.0093639597872,0.03340572555098455,35718
PRICE_MISSING,80,son,0.0012772665789125145,1277.2665789125144,0.033230300329751085,35718
PRICE_MISSING,81,purchase,0.0012741474993377348,1274.1474993377349,0.0331491520771204,35718
PRICE_MISSING,82,can't,0.0012718253254527493,1271.8253254527492,0.033088736705036,35718
PRICE_MISSING,83,look,0.0012668729760470622,1266.8729760470621,0.03295989276532456,35718
PRICE_MISSING,84,stopped,0.0012513309600513064,1251.3309600513064,0.03255554032410709,35718
PRICE_MISSING,85,audio,0.0012420028438349447,1242.0028438349448,0.032312853238655875,35718
PRICE_MISSING,86,tried,0.001241157792121118,1241.1577921211178,0.03229086775597884,35718
PRICE_MISSING,87,purchased,0.001239855646651162,1239.855646651162,0.03225699018824627,35718
PRICE_MISSING,88,doesn't,0.0012268888639175156,1226.8888639175157,0.031919636896722295,35718
PRICE_MISSING,89,listening,0.0012267049018281591,1226.704901828159,0.03191485080462568,35718
PRICE_MISSING,90,year,0.0012065203418174556,1206.5203418174556,0.03138971454704769,35718
PRICE_MISSING,91,need,0.0011911660929144353,1191.1660929144352,0.030990247191674206,35718
PRICE_MISSING,92,item,0.0011810244570104862,1181.0244570104862,0.030726394983773997,35718
PRICE_MISSING,93,new,0.0011784225912868829,1178.4225912868828,0.0306587029445079,35718
PRICE_MISSING,94,bit,0.0011618225712528478,1161.8225712528479,0.030226824697383844,35718
PRICE_MISSING,95,old,0.001161340183213047,1161.340183213047,0.030214274537767434,35718
PRICE_MISSING,96,left,0.0011459135368501183,1145.9135368501184,0.02981292363719236,35718
PRICE_MISSING,97,days,0.0011296481220416745,1129.6481220416745,0.029389750724038426,35718
PRICE_MISSING,98,ones,0.001123140865511622,1123.140865511622,0.02922045318475693,35718
PRICE_MISSING,99,week,0.0011199244471984365,1119.9244471984364,0.029136772496404256,35718
PRICE_MISSING,100,good sound,0.001118242981304643,1118.242981304643,0.029093026251440605,35718
PRICE_AVAILABLE,1,sound,0.01551832031995261,15518.32031995261,0.4255350720033929,11401
PRICE_AVAILABLE,2,great,0.012720216294045772,12720.216294045771,0.34880696138395145,11401
PRICE_AVAILABLE,3,good,0.01110213645900802,11102.13645900802,0.30443684239467345,11401
PRICE_AVAILABLE,4,quality,0.009205284527779911,9205.284527779912,0.25242238422569857,11401
PRICE_AVAILABLE,5,ear,0.007448834929463808,7448.834929463807,0.204257963664746,11401
PRICE_AVAILABLE,6,like,0.006138107446830324,6138.107446830324,0.16831589634047975,11401
PRICE_AVAILABLE,7,work,0.006059657583708408,6059.657583708408,0.16616468619247693,11401
PRICE_AVAILABLE,8,just,0.005141048492775383,5141.048492775382,0.14097507948287974,11401
PRICE_AVAILABLE,9,price,0.004911991518501863,4911.991518501863,0.13469400176114735,11401
PRICE_AVAILABLE,10,sound quality,0.004458455280812293,4458.455280812293,0.12225737385411568,11401
PRICE_AVAILABLE,11,love,0.00426322147214586,4263.2214721458595,0.11690377687226006,11401
PRICE_AVAILABLE,12,ears,0.004030534889784376,4030.534889784376,0.11052316998066834,11401
PRICE_AVAILABLE,13,pair,0.0038195815893986656,3819.5815893986655,0.10473852151239514,11401
PRICE_AVAILABLE,14,comfortable,0.00372790513405695,3727.90513405695,0.1022246188334632,11401
PRICE_AVAILABLE,15,fit,0.003590558621682852,3590.558621682852,0.09845837630028258,11401
PRICE_AVAILABLE,16,really,0.0035188327175465707,3518.8327175465706,0.09649154695587876,11401
PRICE_AVAILABLE,17,phone,0.003270378509833797,3270.378509833797,0.08967856868318101,11401
PRICE_AVAILABLE,18,don't,0.0031483086420973825,3148.3086420973823,0.08633123412082688,11401
PRICE_AVAILABLE,19,noise,0.0031004765026872378,3100.476502687238,0.0850196068010968,11401
PRICE_AVAILABLE,20,works,0.0030609412557796437,3060.9412557796436,0.0839354924257888,11401
PRICE_AVAILABLE,21,time,0.0030550134164111942,3055.013416411194,0.0837729423881256,11401
PRICE_AVAILABLE,22,music,0.0030076596681657846,3007.6596681657848,0.08247443325480579,11401
PRICE_AVAILABLE,23,better,0.0029591435389031834,2959.1435389031835,0.08114404993151904,11401
PRICE_AVAILABLE,24,battery,0.0029062544838562017,2906.2544838562017,0.07969375457844068,11401
PRICE_AVAILABLE,25,hear,0.0027372764503392176,2737.2764503392177,0.07506012940657278,11401
PRICE_AVAILABLE,26,buds,0.002547118977064826,2547.1189770648257,0.06984573297619617,11401
PRICE_AVAILABLE,27,volume,0.002545060321430727,2545.060321430727,0.0697892816235095,11401
PRICE_AVAILABLE,28,nice,0.0025362588549152757,2536.2588549152756,0.06954793252063188,11401
PRICE_AVAILABLE,29,bass,0.0024418367042274374,2441.8367042274376,0.0669587388538403,11401
PRICE_AVAILABLE,30,got,0.0023394915944358013,2339.4915944358013,0.06415228604410013,11401
PRICE_AVAILABLE,31,it's,0.002315988442333447,2315.988442333447,0.06350779518967932,11401
PRICE_AVAILABLE,32,case,0.002228750916292194,2228.750916292194,0.061115614453621674,11401
PRICE_AVAILABLE,33,easy,0.0022067292897673067,2206.7292897673065,0.06051174920044405,11401
PRICE_AVAILABLE,34,little,0.0021544019545379272,2154.4019545379274,0.05907685702748446,11401
PRICE_AVAILABLE,35,charge,0.0021167127433456873,2116.712743345687,0.05804336365527845,11401
PRICE_AVAILABLE,36,i'm,0.0021137765227096632,2113.7765227096634,0.057962848184917794,11401
PRICE_AVAILABLE,37,working,0.0021048712909134378,2104.871290913438,0.05771865368606205,11401
PRICE_AVAILABLE,38,recommend,0.0020889818632632835,2088.9818632632837,0.05728294230752403,11401
PRICE_AVAILABLE,39,set,0.002045277787890339,2045.2777878903391,0.05608451254984235,11401
PRICE_AVAILABLE,40,long,0.0020287099502555713,2028.7099502555714,0.05563019817589643,11401
PRICE_AVAILABLE,41,right,0.001959366184845457,1959.3661848454567,0.05372869056435168,11401
