group,rank,term,mean_product_term_share,mean_product_term_per_million,group_tfidf,product_count
<$25,1,sound,0.015197902365414797,15197.902365414797,0.39625977076086516,5170
<$25,2,great,0.013844619400388758,13844.619400388758,0.3609751910470142,5170
<$25,3,good,0.01225080691619079,12250.80691619079,0.3194192082252457,5170
<$25,4,quality,0.009794205451632777,9794.205451632777,0.2553674522795169,5170
<$25,5,ear,0.008144662637717332,8144.6626377173325,0.21235839474077106,5170
<$25,6,work,0.007263904816775598,7263.904816775598,0.1893941142874083,5170
<$25,7,like,0.00609563482185474,6095.63482185474,0.15893343693580053,5170
<$25,8,price,0.005648023156835689,5648.0231568356885,0.1472627147857509,5170
<$25,9,just,0.005194700877728381,5194.700877728381,0.13544309796753534,5170
<$25,10,sound quality,0.0046030932926563435,4603.093292656344,0.12001792412416881,5170
<$25,11,love,0.004443544353573674,4443.544353573674,0.11585795358968824,5170
<$25,12,ears,0.00433762581081865,4337.62581081865,0.11309630553706339,5170
<$25,13,fit,0.004167913862157345,4167.913862157345,0.1086713516023055,5170
<$25,14,pair,0.0039759450048767915,3975.9450048767917,0.10366608616828576,5170
<$25,15,phone,0.0038749945948680776,3874.9945948680775,0.10103397383025019,5170
<$25,16,works,0.003751854428774835,3751.854428774835,0.09782330088247518,5170
<$25,17,comfortable,0.0037380313243227377,3738.031324322738,0.09746288665755841,5170
<$25,18,really,0.003487822803790041,3487.822803790041,0.09093911985048066,5170
<$25,19,don't,0.0034401848216342313,3440.1848216342314,0.08969703950052861,5170
<$25,20,time,0.002997309988994909,2997.309988994909,0.0781498222966086,5170
<$25,21,buds,0.0027873085196572027,2787.308519657203,0.0726743867991038,5170
<$25,22,better,0.0027832635786691953,2783.2635786691953,0.0725689217585929,5170
<$25,23,nice,0.0027754920946854488,2775.4920946854486,0.07236629337029117,5170
<$25,24,music,0.002718023425864409,2718.0234258644086,0.07086789438170576,5170
<$25,25,hear,0.002663678609438709,2663.6786094387094,0.06945094459606334,5170
<$25,26,volume,0.002659973092308052,2659.9730923080524,0.06935432946237975,5170
<$25,27,got,0.0025860185622905217,2586.018562290522,0.06742608934036379,5170
<$25,28,working,0.002495033995787314,2495.033995787314,0.06505381962849992,5170
<$25,29,it's,0.002395202709621293,2395.2027096212933,0.062450886564465194,5170
<$25,30,perfect,0.0023755292664132746,2375.5292664132744,0.06193793458541926,5170
<$25,31,battery,0.0023715271168264778,2371.5271168264776,0.06183358525880273,5170
<$25,32,little,0.002371091242262311,2371.091242262311,0.06182222056183835,5170
<$25,33,noise,0.0023133225456756622,2313.3225456756622,0.06031599885332992,5170
<$25,34,broke,0.0022851833613574215,2285.1833613574213,0.059582316897804376,5170
<$25,35,easy,0.002260211006461368,2260.211006461368,0.05893120469899279,5170
<$25,36,cheap,0.0022339230164527984,2233.9230164527985,0.058245789524970816,5170
<$25,37,recommend,0.0021429088490272897,2142.9088490272898,0.05587274801878933,5170
<$25,38,case,0.00208639458601173,2086.39458601173,0.05439923355812095,5170
<$25,39,money,0.002074211446107911,2074.211446107911,0.05408157865355852,5170
<$25,40,long,0.002030744465950535,2030.7444659505347,0.05294825017317393,5170
<$25,41,ok,0.0020199300006785302,2019.9300006785302,0.05266628116017791,5170
<$25,42,charge,0.0020109156592273266,2010.9156592273266,0.05243124735148976,5170
<$25,43,i'm,0.001979718626788716,1979.7186267887162,0.05161783714359982,5170
<$25,44,did,0.0019456155481536246,1945.6155481536246,0.050728656663474245,5170
<$25,45,right,0.0019359475111309313,1935.9475111309314,0.05047657884100855,5170
<$25,46,set,0.001931568164246343,1931.5681642463428,0.05036239472856693,5170
<$25,47,loves,0.0019215908972318731,1921.5908972318732,0.0501022542535912,5170
<$25,48,cord,0.0017901906443950396,1790.1906443950395,0.04667621342143441,5170
<$25,49,bass,0.0017734248803872208,1773.4248803872208,0.04623907429245253,5170
<$25,50,came,0.0017729073624261759,1772.907362426176,0.046225580881080516,5170
<$25,51,head,0.0017440745968873505,1744.0745968873505,0.045473814960487635,5170
<$25,52,daughter,0.0017183614923937489,1718.361492393749,0.04480338896042518,5170
<$25,53,bluetooth,0.0017050676866806292,1705.0676866806293,0.0444567753108726,5170
<$25,54,small,0.0016907931675013855,1690.7931675013856,0.044084591205350195,5170
<$25,55,excellent,0.0016860766067981366,1686.0766067981365,0.04396161480912711,5170
<$25,56,pretty,0.001677091690903543,1677.0916909035432,0.043727348222390806,5170
<$25,57,does,0.001656249513058484,1656.249513058484,0.04318392345123062,5170
<$25,58,worked,0.0016416290153645789,1641.629015364579,0.042802718537203764,5170
<$25,59,way,0.001605922630218728,1605.922630218728,0.041871734533464385,5170
<$25,60,ear buds,0.0015855281330720125,1585.5281330720125,0.04133998228438221,5170
<$25,61,stay,0.0015851070463058189,1585.1070463058188,0.04132900315440556,5170
<$25,62,didn't,0.0015691316621864362,1569.1316621864362,0.040912471853127484,5170
<$25,63,old,0.0015501261859452663,1550.1261859452663,0.04041693599051626,5170
<$25,64,cute,0.0015368639839412463,1536.8639839412463,0.04007114635458226,5170
<$25,65,day,0.0015268268822286864,1526.8268822286864,0.03980944579037983,5170
<$25,66,headset,0.0015185231271062848,1518.5231271062848,0.03959293932638615,5170
<$25,67,i've,0.0015043521178426614,1504.3521178426615,0.03922345406801048,5170
<$25,68,bad,0.0014824315396207276,1482.4315396207276,0.03865191181880272,5170
<$25,69,fine,0.0014815304851719124,1481.5304851719125,0.03862841833787715,5170
<$25,70,clear,0.0014582908857422175,1458.2908857422176,0.038022484826714345,5170
<$25,71,best,0.0014576111495149193,1457.6111495149194,0.03800476184658651,5170
<$25,72,can't,0.0014301007192482186,1430.1007192482186,0.03728747359660912,5170
<$25,73,life,0.001423686138628434,1423.686138628434,0.03712022418384099,5170
<$25,74,kids,0.0014102611523289655,1410.2611523289656,0.036770190220890876,5170
<$25,75,months,0.001404607229118793,1404.607229118793,0.03662277367212682,5170
<$25,76,worth,0.0013950764768543124,1395.0764768543124,0.036374275319084624,5170
<$25,77,school,0.0013697845382353794,1369.7845382353794,0.035714830511619396,5170
<$25,78,year,0.0013670275508928962,1367.0275508928962,0.03564294669857365,5170
<$25,79,super,0.0013204379320359777,1320.4379320359778,0.03442820066032492,5170
<$25,80,good sound,0.0013185597970300554,1318.5597970300555,0.03437923144542864,5170
